,item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
2292,FDA52,16.200000762939453,Regular,0.128397995,Frozen Foods,178.33700561523438,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496
2293,FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.7447967529297,OUT049,1999,Medium,Tier 1,Supermarket Type1,3238.4512
2294,NCO26,7.235000133514404,Low Fat,0.076791671,Household,116.44920349121094,OUT013,1987,High,Tier 3,Supermarket Type1,2316.984
2295,DRL59,16.75,Low Fat,0.021220113,Hard Drinks,55.129798889160156,OUT035,2004,Small,Tier 2,Supermarket Type1,1240.3854
2296,FDB26,14.0,Regular,0.031261583,Canned,52.56399917602539,OUT035,2004,Small,Tier 2,Supermarket Type1,639.168
2297,FDK51,19.850000381469727,Low Fat,0.005235143,Dairy,265.8883972167969,OUT046,1997,Small,Tier 1,Supermarket Type1,2649.884
2298,NCA54,16.5,Low Fat,0.036641597,Household,178.73179626464844,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.0226
2299,FDG31,12.149999618530273,Low Fat,0.037864854,Meat,63.08259963989258,OUT013,1987,High,Tier 3,Supermarket Type1,322.913
2300,FDA21,13.649999618530273,Low Fat,0.036016619,Snack Foods,186.39239501953125,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468
2301,FDI09,20.75,Regular,0.12953868,Seafood,240.28799438476562,OUT049,1999,Medium,Tier 1,Supermarket Type1,2396.88
2302,FDI20,19.100000381469727,Low Fat,0.038531668,Fruits and Vegetables,210.65859985351562,OUT013,1987,High,Tier 3,Supermarket Type1,5487.5236
2303,FDC58,10.194999694824219,Low Fat,0.041907414,Snack Foods,43.84280014038086,OUT013,1987,High,Tier 3,Supermarket Type1,175.7712
2304,NCC30,16.600000381469727,Low Fat,0.027556247,Household,176.6343994140625,OUT013,1987,High,Tier 3,Supermarket Type1,1962.7784
2305,FDY03,17.600000381469727,Regular,0.076058484,Meat,111.82019805908203,OUT013,1987,High,Tier 3,Supermarket Type1,2025.3636
2306,FDZ44,8.1850004196167,Low Fat,0.038729057,Fruits and Vegetables,117.18080139160156,OUT046,1997,Small,Tier 1,Supermarket Type1,1874.8928
2307,DRD15,10.600000381469727,Low Fat,0.056884225,Dairy,231.96420288085938,OUT049,1999,Medium,Tier 1,Supermarket Type1,3020.7346
2308,FDP25,15.199999809265137,Low Fat,0.021207519,Canned,219.48240661621094,OUT046,1997,Small,Tier 1,Supermarket Type1,1747.0592
2309,DRJ24,11.800000190734863,Low Fat,0.113307794,Soft Drinks,187.0924072265625,OUT035,2004,Small,Tier 2,Supermarket Type1,1850.924
2310,FDR46,16.850000381469727,Low Fat,0.139301634,Snack Foods,144.9759979248047,OUT013,1987,High,Tier 3,Supermarket Type1,2783.044
2311,FDV38,19.25,Low Fat,0.1017546,Dairy,55.19559860229492,OUT035,2004,Small,Tier 2,Supermarket Type1,491.3604
2312,FDD57,18.100000381469727,LF,0.022380952,Fruits and Vegetables,93.6093978881836,OUT013,1987,High,Tier 3,Supermarket Type1,476.047
2313,FDE46,18.600000381469727,Low Fat,0.01575657,Snack Foods,153.1365966796875,OUT013,1987,High,Tier 3,Supermarket Type1,3173.8686
2314,FDL33,7.235000133514404,Low Fat,0.0,Snack Foods,197.2451934814453,OUT035,2004,Small,Tier 2,Supermarket Type1,2348.9424
2315,FDS03,7.824999809265137,Low Fat,0.07962861,Meat,63.482601165771484,OUT046,1997,Small,Tier 1,Supermarket Type1,2002.0606
2316,FDE50,19.700000762939453,Regular,0.016202582,Canned,188.25559997558594,OUT035,2004,Small,Tier 2,Supermarket Type1,3379.6008
2317,FDT02,12.600000381469727,Low Fat,0.024190156,Dairy,34.48740005493164,OUT035,2004,Small,Tier 2,Supermarket Type1,494.0236
2318,FDO15,16.75,Regular,0.008564925,Meat,73.20379638671875,OUT035,2004,Small,Tier 2,Supermarket Type1,1404.1722
2319,DRI39,13.800000190734863,LF,0.097457483,Dairy,55.393001556396484,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674
2320,NCO14,9.600000381469727,Low Fat,0.029619203,Household,43.60860061645508,OUT013,1987,High,Tier 3,Supermarket Type1,624.5204
2321,NCN19,13.100000381469727,Low Fat,0.0,Others,189.2530059814453,OUT046,1997,Small,Tier 1,Supermarket Type1,1518.024
2322,FDE10,6.670000076293945,Regular,0.09031453,Snack Foods,130.56260681152344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1180.4634
2323,FDQ08,15.699999809265137,Regular,0.018930352,Fruits and Vegetables,59.4536018371582,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504
2324,NCQ43,17.75,LF,0.111209003,Others,107.79119873046875,OUT013,1987,High,Tier 3,Supermarket Type1,982.7208
2325,FDY57,20.200000762939453,reg,0.121153331,Snack Foods,97.37519836425781,OUT013,1987,High,Tier 3,Supermarket Type1,958.752
2326,NCG19,20.25,Low Fat,0.148163564,Household,232.7615966796875,OUT049,1999,Medium,Tier 1,Supermarket Type1,1874.8928
2327,FDW27,5.860000133514404,Regular,0.150853308,Meat,156.03140258789062,OUT046,1997,Small,Tier 1,Supermarket Type1,2016.7082
2328,FDZ39,19.700000762939453,Regular,0.018024769,Meat,104.4990005493164,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99
2329,NCK19,9.800000190734863,Low Fat,0.090448534,Others,194.5478057861328,OUT035,2004,Small,Tier 2,Supermarket Type1,774.9912
2330,FDY20,12.5,Regular,0.08175276,Fruits and Vegetables,89.04879760742188,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832
2331,NCY41,16.75,Low Fat,0.075735621,Health and Hygiene,34.553199768066406,OUT046,1997,Small,Tier 1,Supermarket Type1,323.5788
2332,NCN14,19.100000381469727,Low Fat,0.091917786,Others,182.76080322265625,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608
2333,FDW49,19.5,LF,0.082483516,Canned,179.2001953125,OUT013,1987,High,Tier 3,Supermarket Type1,2865.6032
2334,FDN23,6.574999809265137,Regular,0.075507758,Breads,146.44439697265625,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.5884
2335,FDY36,12.300000190734863,Low Fat,0.009425158,Baking Goods,74.83799743652344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1537.998
2336,FDG38,8.975000381469727,Regular,0.05272914,Canned,86.42240142822266,OUT046,1997,Small,Tier 1,Supermarket Type1,1022.6688
2337,NCO18,13.149999618530273,Low Fat,0.024630755,Household,178.2686004638672,OUT013,1987,High,Tier 3,Supermarket Type1,2666.529
2338,NCO54,19.5,LF,0.014274292,Household,55.661399841308594,OUT046,1997,Small,Tier 1,Supermarket Type1,718.3982
2339,NCW18,15.100000381469727,Low Fat,0.059313603,Household,238.1248016357422,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464
2340,FDB36,5.465000152587891,Regular,0.048518008,Baking Goods,132.9626007080078,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.9268
2341,FDJ45,17.75,Low Fat,0.073349552,Seafood,34.22159957885742,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832
2342,DRD12,6.960000038146973,Low Fat,0.077129323,Soft Drinks,92.714599609375,OUT013,1987,High,Tier 3,Supermarket Type1,1733.0774
2343,FDR47,17.850000381469727,Low Fat,0.087824967,Breads,196.07940673828125,OUT018,2009,Medium,Tier 3,Supermarket Type2,1755.7146
2344,FDJ10,5.09499979019165,Regular,0.130031207,Snack Foods,142.48379516601562,OUT018,2009,Medium,Tier 3,Supermarket Type2,561.9352
2345,DRC25,5.730000019073486,Low Fat,0.045334098,Soft Drinks,87.08820343017578,OUT013,1987,High,Tier 3,Supermarket Type1,1803.6522
2346,NCW54,7.5,Low Fat,0.096333029,Household,57.85879898071289,OUT013,1987,High,Tier 3,Supermarket Type1,1145.176
2347,FDA26,7.855000019073486,Regular,0.073858923,Dairy,218.648193359375,OUT013,1987,High,Tier 3,Supermarket Type1,3723.8194
2348,DRF01,5.65500020980835,LF,0.175047104,Soft Drinks,146.9102020263672,OUT035,2004,Small,Tier 2,Supermarket Type1,1895.5326
2349,NCU41,18.850000381469727,Low Fat,0.0520115,Health and Hygiene,190.3845977783203,OUT013,1987,High,Tier 3,Supermarket Type1,3630.6074
2350,FDV20,20.200000762939453,Regular,0.059790095,Fruits and Vegetables,127.4677963256836,OUT035,2004,Small,Tier 2,Supermarket Type1,3560.6984
2351,DRI25,19.600000381469727,Low Fat,0.03395415,Soft Drinks,56.46139907836914,OUT049,1999,Medium,Tier 1,Supermarket Type1,773.6596
2352,FDA40,16.0,Regular,0.099271209,Frozen Foods,88.58560180664062,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856
2353,FDM13,6.425000190734863,Low Fat,0.06316338,Breakfast,132.26260375976562,OUT035,2004,Small,Tier 2,Supermarket Type1,2098.6016
2354,NCM05,6.824999809265137,Low Fat,0.059846975,Health and Hygiene,262.5226135253906,OUT046,1997,Small,Tier 1,Supermarket Type1,9779.9362
2355,DRG13,17.25,Low Fat,0.037155206,Soft Drinks,166.45260620117188,OUT013,1987,High,Tier 3,Supermarket Type1,3782.4098
2356,NCT30,9.100000381469727,Low Fat,0.080417724,Household,48.87179946899414,OUT049,1999,Medium,Tier 1,Supermarket Type1,425.4462
2357,NCG42,19.200000762939453,Low Fat,0.041227831,Household,129.83099365234375,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465
2358,FDZ23,17.75,Regular,0.067607749,Baking Goods,188.0240020751953,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36
2359,DRF01,5.65500020980835,Low Fat,0.0,Soft Drinks,147.51019287109375,OUT046,1997,Small,Tier 1,Supermarket Type1,1166.4816
2360,DRK12,9.5,Low Fat,0.041951439,Soft Drinks,32.4900016784668,OUT049,1999,Medium,Tier 1,Supermarket Type1,865.54
2361,FDL58,5.78000020980835,Regular,0.074087369,Snack Foods,264.956787109375,OUT013,1987,High,Tier 3,Supermarket Type1,6855.0768
2362,FDD44,8.050000190734863,Regular,0.0,Fruits and Vegetables,257.5646057128906,OUT013,1987,High,Tier 3,Supermarket Type1,5153.292
2363,FDT50,6.75,Regular,0.108679906,Dairy,95.67520141601562,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776
2364,FDR22,19.350000381469727,Regular,0.018591464,Snack Foods,112.95439910888672,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
2365,NCV06,11.300000190734863,Low Fat,0.066952965,Household,192.0478057861328,OUT018,2009,Medium,Tier 3,Supermarket Type2,3099.9648
2366,FDH60,19.700000762939453,Regular,0.0,Baking Goods,194.41099548339844,OUT049,1999,Medium,Tier 1,Supermarket Type1,5106.686
2367,FDA47,10.5,Regular,0.117149075,Baking Goods,164.12100219726562,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331
2368,FDS37,7.65500020980835,Low Fat,0.031994534,Canned,114.34919738769531,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872
2369,FDF12,8.234999656677246,Low Fat,0.08276363,Baking Goods,146.50759887695312,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.8836
2370,FDP24,20.600000381469727,Low Fat,0.083004078,Baking Goods,119.47560119628906,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804
2371,FDU20,19.350000381469727,Regular,0.021490911,Fruits and Vegetables,122.10980224609375,OUT049,1999,Medium,Tier 1,Supermarket Type1,2892.2352
2372,FDZ35,9.600000381469727,Regular,0.022274264,Breads,101.6989974975586,OUT035,2004,Small,Tier 2,Supermarket Type1,2992.771
2373,FDB50,13.0,LF,0.153618566,Canned,79.69860076904297,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.0734
2374,FDY10,17.600000381469727,Low Fat,0.049267759,Snack Foods,113.0176010131836,OUT018,2009,Medium,Tier 3,Supermarket Type2,2862.94
2375,FDW56,7.679999828338623,Low Fat,0.070900282,Fruits and Vegetables,192.61619567871094,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.0698
2376,FDC50,15.850000381469727,Low Fat,0.136497913,Canned,96.30940246582031,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.282
2377,FDU23,12.149999618530273,Low Fat,0.0,Breads,164.71839904785156,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416
2378,FDN45,19.350000381469727,Low Fat,0.118080437,Snack Foods,222.60879516601562,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.1376
2379,NCI43,19.850000381469727,Low Fat,0.025968706,Household,49.537601470947266,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.6896
2380,FDB12,11.149999618530273,Regular,0.105307659,Baking Goods,102.0647964477539,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.648
2381,FDW19,12.350000381469727,Regular,0.038500421,Fruits and Vegetables,110.75700378417969,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.427
2382,FDU11,4.784999847412109,Low Fat,0.09297084,Breads,122.00980377197266,OUT018,2009,Medium,Tier 3,Supermarket Type2,2048.6666
2383,FDK22,9.800000190734863,Low Fat,0.026081567,Snack Foods,217.5850067138672,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.7
2384,DRP35,18.850000381469727,Low Fat,0.09079168,Hard Drinks,127.13359832763672,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408
2385,NCL29,9.694999694824219,Low Fat,0.113917889,Health and Hygiene,158.26040649414062,OUT035,2004,Small,Tier 2,Supermarket Type1,2693.8268
2386,FDG53,10.0,Low Fat,0.045928229,Frozen Foods,138.1179962158203,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.452
2387,DRM23,16.600000381469727,Low Fat,0.135620265,Hard Drinks,172.94219970703125,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174
2388,FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.6961975097656,OUT035,2004,Small,Tier 2,Supermarket Type1,5438.9202
2389,FDZ04,9.3100004196167,Low Fat,0.037955094,Frozen Foods,62.1510009765625,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769
2390,FDR21,19.700000762939453,Low Fat,0.067039526,Snack Foods,178.33700561523438,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.496
2391,FDJ15,11.350000381469727,Regular,0.023358738,Dairy,184.46080017089844,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376
2392,FDO34,17.700000762939453,Low Fat,0.029933275,Snack Foods,169.08160400390625,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.2296
2393,FDS60,20.850000381469727,Low Fat,0.032448523,Baking Goods,177.86599731445312,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596
2394,FDX57,17.25,Regular,0.047266211,Snack Foods,97.00679779052734,OUT046,1997,Small,Tier 1,Supermarket Type1,1846.9292
2395,FDS40,15.350000381469727,Low Fat,0.01404119,Frozen Foods,38.41899871826172,OUT049,1999,Medium,Tier 1,Supermarket Type1,476.047
2396,FDT08,13.649999618530273,LF,0.04917754,Fruits and Vegetables,151.80499267578125,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49
2397,DRL35,15.699999809265137,Low Fat,0.03067808,Hard Drinks,44.777000427246094,OUT013,1987,High,Tier 3,Supermarket Type1,605.878
2398,FDD56,15.199999809265137,Regular,0.103758647,Fruits and Vegetables,177.00540161132812,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.7918
2399,FDX24,8.354999542236328,low fat,0.013926425,Baking Goods,93.04620361328125,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.5544
2400,NCN43,12.149999618530273,Low Fat,0.006754117,Others,122.1729965209961,OUT013,1987,High,Tier 3,Supermarket Type1,2586.633
2401,FDK34,13.350000381469727,Low Fat,0.0,Snack Foods,238.7563934326172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1906.8512
2402,NCN41,17.0,Low Fat,0.052209303,Health and Hygiene,122.37300109863281,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
2403,FDW16,17.350000381469727,Regular,0.041538713,Frozen Foods,93.1803970336914,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.206
2404,NCD07,9.100000381469727,Low Fat,0.055382616,Household,115.05180358886719,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108
2405,FDG44,6.130000114440918,Low Fat,0.0,Fruits and Vegetables,54.129798889160156,OUT046,1997,Small,Tier 1,Supermarket Type1,1348.245
2406,FDB23,19.200000762939453,reg,0.005583951,Starchy Foods,226.9062042236328,OUT013,1987,High,Tier 3,Supermarket Type1,4514.124
2407,DRK59,8.895000457763672,Low Fat,0.075757177,Hard Drinks,233.86160278320312,OUT018,2009,Medium,Tier 3,Supermarket Type2,937.4464
2408,FDT31,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.18719482421875,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.1336
2409,FDB15,10.895000457763672,Low Fat,0.137368051,Dairy,264.3568115234375,OUT018,2009,Medium,Tier 3,Supermarket Type2,4745.8224
2410,FDP40,4.554999828338623,Regular,0.034410585,Frozen Foods,111.35440063476562,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
2411,FDO01,21.100000381469727,Regular,0.020750867,Breakfast,128.7993927001953,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.491
2412,FDU47,12.800000190734863,Regular,0.114318263,Breads,142.28379821777344,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.4514
2413,FDQ31,5.784999847412109,Regular,0.053930934,Fruits and Vegetables,87.3855972290039,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856
2414,FDK50,7.960000038146973,Low Fat,0.028339599,Canned,162.48939514160156,OUT013,1987,High,Tier 3,Supermarket Type1,1779.6834
2415,FDB49,8.300000190734863,Regular,0.030151351,Baking Goods,98.7384033203125,OUT046,1997,Small,Tier 1,Supermarket Type1,492.692
2416,FDU02,13.350000381469727,Low Fat,0.102670882,Dairy,228.63519287109375,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528
2417,FDK26,5.460000038146973,reg,0.032177405,Canned,185.4239959716797,OUT046,1997,Small,Tier 1,Supermarket Type1,5219.872
2418,FDF53,20.75,Regular,0.083536989,Frozen Foods,180.33180236816406,OUT013,1987,High,Tier 3,Supermarket Type1,4149.9314
2419,NCZ30,6.590000152587891,Low Fat,0.026225693,Household,119.00980377197266,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.7058
2420,FDP25,15.199999809265137,Low Fat,0.021293909,Canned,218.48240661621094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.6768
2421,FDV49,10.0,Low Fat,0.025822315,Canned,262.72259521484375,OUT035,2004,Small,Tier 2,Supermarket Type1,3171.8712
2422,FDJ56,8.984999656677246,LF,0.183688161,Fruits and Vegetables,100.2699966430664,OUT049,1999,Medium,Tier 1,Supermarket Type1,998.7
2423,FDI40,11.5,Regular,0.125579201,Frozen Foods,99.73580169677734,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.8938
2424,NCI43,19.850000381469727,Low Fat,0.026074491,Household,48.63759994506836,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.2512
2425,NCE42,21.100000381469727,Low Fat,0.010593469,Household,234.29580688476562,OUT013,1987,High,Tier 3,Supermarket Type1,3739.1328
2426,FDP40,4.554999828338623,Regular,0.034357169,Frozen Foods,112.65440368652344,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056
2427,FDU40,20.850000381469727,Low Fat,0.037396901,Frozen Foods,193.84779357910156,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692
2428,DRK47,7.90500020980835,Low Fat,0.064011067,Hard Drinks,230.26939392089844,OUT013,1987,High,Tier 3,Supermarket Type1,4567.388
2429,FDZ09,17.600000381469727,Low Fat,0.104878967,Snack Foods,164.8867950439453,OUT046,1997,Small,Tier 1,Supermarket Type1,2456.802
2430,NCU30,5.110000133514404,Low Fat,0.034868095,Household,163.8209991455078,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573
2431,FDQ09,7.235000133514404,Low Fat,0.058083831,Snack Foods,113.68340301513672,OUT013,1987,High,Tier 3,Supermarket Type1,230.3668
2432,FDB35,12.300000190734863,Regular,0.064618976,Starchy Foods,89.88040161132812,OUT046,1997,Small,Tier 1,Supermarket Type1,1286.3256
2433,DRD12,6.960000038146973,Low Fat,0.077178965,Soft Drinks,93.1146011352539,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504
2434,FDW07,18.0,Regular,0.142910689,Fruits and Vegetables,89.65139770507812,OUT049,1999,Medium,Tier 1,Supermarket Type1,1859.5794
2435,DRE13,6.28000020980835,Low Fat,0.027682047,Soft Drinks,85.5197982788086,OUT013,1987,High,Tier 3,Supermarket Type1,1744.396
2436,FDR11,10.5,Regular,0.142511272,Breads,158.75779724121094,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092
2437,FDX03,15.850000381469727,Regular,0.061045133,Meat,44.77439880371094,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976
2438,FDV03,17.600000381469727,Low Fat,0.058091269,Meat,156.2313995361328,OUT046,1997,Small,Tier 1,Supermarket Type1,2947.4966
2439,FDI24,10.300000190734863,Low Fat,0.078678276,Baking Goods,177.03700256347656,OUT013,1987,High,Tier 3,Supermarket Type1,3705.177
2440,FDX33,9.194999694824219,Regular,0.117667492,Snack Foods,159.55780029296875,OUT049,1999,Medium,Tier 1,Supermarket Type1,1283.6624
2441,FDG47,12.800000190734863,Low Fat,0.069902438,Starchy Foods,261.3251953125,OUT018,2009,Medium,Tier 3,Supermarket Type2,3410.2276
2442,FDZ57,10.0,Regular,0.037757166,Snack Foods,126.79940032958984,OUT035,2004,Small,Tier 2,Supermarket Type1,1284.994
2443,FDT04,17.25,Low Fat,0.107021498,Frozen Foods,40.58219909667969,OUT035,2004,Small,Tier 2,Supermarket Type1,785.644
2444,NCL53,7.5,Low Fat,0.036228067,Health and Hygiene,175.2028045654297,OUT035,2004,Small,Tier 2,Supermarket Type1,4427.57
2445,FDM01,7.894999980926514,Regular,0.094488485,Breakfast,100.73320007324219,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984
2446,FDO12,15.75,Low Fat,0.055154296,Baking Goods,195.54519653320312,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.4712
2447,NCK05,20.100000381469727,Low Fat,0.077439606,Health and Hygiene,60.65359878540039,OUT035,2004,Small,Tier 2,Supermarket Type1,980.0576
2448,FDP28,13.649999618530273,Regular,0.080968973,Frozen Foods,259.7936096191406,OUT018,2009,Medium,Tier 3,Supermarket Type2,2609.936
2449,FDJ44,12.300000190734863,Regular,0.106492562,Fruits and Vegetables,176.339599609375,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168
2450,FDC02,21.350000381469727,Low Fat,0.068822477,Canned,258.3277893066406,OUT046,1997,Small,Tier 1,Supermarket Type1,7028.8506
